Country name,Year,GDP,biofuel_share_energy,coal_consumption,electricity_demand,energy_per_capita,fossil_fuel_consumption,greenhouse_gas_emissions,nuclear_consumption,oil_consumption,renewables_consumption,PopDensity,Death rate,Child mortality rate,Fertility rate: children per woman,Age Median,Population,Pop<15,Pop100+,Life ExpectancyM,Life ExpectancyF,Birth rate
Ireland,1991,67936149504,0,38.622,14.93,34941.062,120.256,,0,59.269,2.206,51.2646,8.865,0.8928,2.0759,28.6,3504806,931046,111,72.3,77.9,14.808
Greenland,1980,,,,,45703.09,,,,,,0.1221,7.643,3.97077,2.3187,22.8,50127,14650,0,61.1,66.4,19.91
Saint Vincent and the Grenadines,1985,,,,,2272.068,,,,,,284.3731,6.135,3.22016,3.1591,18.4,110925,43861,12,70.4,72.7,26.885
British Virgin Islands,2021,,,,0.14,20316.449,,0.1,,,,202.0909,7.613,1.71151,1.0052,38.2,31145,4738,0,71.7,77.5,7.634
El Salvador,1987,16252802048,,,,2710.508,,,,,,244.556,9.151,9.27215,4.1839,17.4,5067205,2147090,8,54,65.7,35.191
Lower-middle-income countries,1997,,0,2456.165,,4110.24,8838.892,,255.25,3757.129,483.572,90.6751,9.373,10.15386,3.6647,20.2,,867787500,13403,59.6,62.5,28.95
Chile,1996,2.09711E+11,,38.253,,16820.854,190.402,,0,130.983,55.443,19.4109,5.337,1.28934,2.2455,26.5,14615489,4150172,6,71.6,78.2,18.542
Australia,2008,9.42109E+11,0.084,677.291,245.38,72089.344,1475.357,174.05,0,512.716,56.389,2.7658,6.739,0.50524,2.0168,35.8,21247876,4100556,2292,79.2,83.7,14.099
Equatorial Guinea,2009,29853093888,,,0.51,30738.887,,0.32,0,,,37.2081,11.391,11.51439,5.2879,19.2,1043698,406175,1,55.8,59.1,39.163
Dominica,1995,327078080,,,,5999.083,,,,,,92.268,9.281,1.61804,2.6729,24,69224,22289,4,68.7,74.4,21.287
Ireland,2020,,1.146,10.059,31.82,35630.062,138.318,9.99,0,75.178,37.912,72.3466,6.664,0.29561,1.7723,37.3,4946123,998019,818,80.8,84.1,12.082
Thailand,1996,6.22896E+11,,101.623,,11562.688,674.207,,0,449.445,21.995,117.8553,5.818,2.70137,1.8932,27.6,60211100,15817361,7819,67.2,76.5,17.253
Sweden,1971,1.64551E+11,,19.949,,61349.066,,,0.255,320.807,154.31,19.8208,10.243,1.30349,1.9719,34.3,8073823,1679038,140,72,77.4,14.162
Estonia,2019,,0.479,35.807,9.77,47295.336,56.056,4.14,0,15.589,6.707,30.5305,11.685,0.21552,1.6727,41.2,1327039,218093,138,74.3,82.6,10.691
Saint Helena,2011,,,,0,7954.215,,0,,,,13.7321,12.049,1.45274,1.6327,44.9,5377,750,0,73.7,80.1,8.648
Cayman Islands,1985,,,,,22078.008,,,,,,88.4336,6.628,2.5033,2.0001,26.2,21340,5409,0,68.7,74.6,19.781
Guyana,2005,,,,0.65,8189.165,,0.43,,,,3.8593,7.414,4.22995,2.8398,22,759713,270006,21,61.9,68.7,22.994
Venezuela,1965,1.30095E+11,,0.233,,19764.855,187.437,,0,112.024,4.048,10.5714,8.38,8.91735,5.9769,15.4,9688144,4552881,29,59.1,63.5,41.207
Luxembourg,1988,12527435776,,10.64,,81866.492,30.227,,0,15.866,0.345,144.1822,10.269,1.23057,1.5162,35.2,373436,63473,8,71.1,78.7,12.353
Djibouti,2008,1746582400,,,0.32,4150.356,,0.22,,,,38.0883,9.487,8.13103,3.5885,20.4,882893,326502,0,57.5,61.3,27.434
Moldova,2001,13087727616,,,7.14,7673.852,,3.6,,,,127.7447,12.897,2.85495,1.4628,31.6,4200500,903688,213,63,70.5,11.508
Netherlands,2014,7.45518E+11,0.428,105.306,117.95,59946.082,967.208,55.25,10.636,518.625,38.487,503.5218,8.228,0.41906,1.7068,41,16954080,2852987,2046,79.9,83.3,10.383
Portugal,1972,90870661120,,4.443,,10418.244,,,0,66.271,21.314,96.0294,10.205,4.97629,2.858,28.7,8833265,2485066,114,65.9,72.3,19.928
Suriname,2017,,,,2.77,21698.678,,0.69,,,,3.7664,6.672,1.92316,2.4433,27.2,587566,163315,31,69.2,75.7,18.758
Saint Helena,2006,,,,0,7299.722,,0,,,,13.9141,10.193,1.43216,1.6309,42.4,5448,887,0,73.8,80.2,9.717
American Samoa,1999,,,,,40710.586,,,,,,287.97,4.444,1.57843,3.957,19.5,57617,23200,0,68.7,73.7,29.402
Cape Verde,1990,668099968,,,,943.154,,,,,,90.4624,8.315,6.03055,5.3924,15.3,364572,171491,0,63.2,66.6,38.427
Sierra Leone,1983,5584949760,,,,872.973,,,,,,49.9829,21.974,27.33838,6.5725,17.7,3585781,1523410,5,42.4,45.2,46.466
Poland,1968,2.20432E+11,0,748.065,,27372.029,873.245,,0,90.988,3.122,104.564,7.607,3.74072,2.3021,27.1,32016872,9149051,257,66.9,73.4,16.095
Vietnam,1964,51513348096,,,,,,,,,,116.4905,11.437,9.696,6.2852,18.3,36509172,15760867,77,54.9,64.1,38.366
Poland,2003,5.41818E+11,0.032,652.895,139.85,26777.979,1027.221,119.96,0,243.364,6.986,126.1342,9.466,0.79594,1.2248,35.1,38621536,6740349,1377,70.6,78.9,9.24
Finland,1990,1.34055E+11,0,61.287,65.03,64824.148,220.153,,54.526,133.655,48.57,16.491,10.045,0.67964,1.7785,35.5,4986551,963238,139,70.9,78.9,13.105
Yemen,2014,1.11001E+11,,,7.19,3495.329,,4.52,0,,,52.5661,5.566,5.87459,4.4274,17.4,27753310,11664021,7,65.3,69.4,34.428
Portugal,1966,60455104512,,7.025,,6142.481,,,0,31.293,16.24,96.5576,11.182,8.14892,3.1558,28.1,8881846,2590127,96,62.4,68.8,22.79
Belize,1992,,,,,7151.608,,,,,,8.3428,5.718,3.40927,4.3476,16.7,190312,83304,4,68.6,71.5,34.308
Nauru,1984,,,,,71827.734,,,,,,406.25,9.27,2.93516,3.9648,22.4,8148,2533,0,59.7,66,28.109
Croatia,2020,,0.835,4.201,17.88,22304.447,67.616,3.1,0,34.047,23.763,73.2945,14.554,0.48302,1.4624,43.5,4096872,581459,398,75.1,80.9,8.716
Cook Islands,2003,,,,0.03,8645.277,,0.02,,,,62.8208,6.889,1.58,2.9291,24.5,15100,5031,0,67.3,75.2,20.853
Sudan,2009,,,,6.42,2354.965,,2.27,0,,,18.667,7.787,7.79793,5.0504,17.5,32948156,13868948,6,60.1,65.3,37.557
British Virgin Islands,1995,,,,,10945.183,,,,,,114.7695,4.792,2.35827,1.7159,28.2,17693,4650,0,73,75.7,15.18
Barbados,1965,1519980032,,,,,,,,,,552.7756,8.423,6.09304,3.9625,20.4,237698,91785,0,64.9,69.3,25.397
Bangladesh,1950,39301173248,,,,,,,,,,305.205,26.979,34.79099,6.2958,18.3,39728540,16348522,1,38.2,38.1,46.515
American Samoa,1990,,,,,50297.262,,,,,,239.09,4.898,1.8891,4.4502,19.2,47841,19016,0,66.8,73.9,36.593
Barbados,1975,2426775040,,,,,,,,,,574.6291,8.482,3.63009,2.3929,21.8,247096,79821,2,67.6,72,18.682
Yemen,1998,70538960896,,,,2819.064,,,0,,,33.3506,8.666,10.36217,6.6378,13.9,17608138,8827851,3,59.5,63.3,41.478
Malaysia,2017,7.3864E+11,0.371,241.405,159.52,37162.887,1109.144,88.93,0,417.297,79.17,97.324,5.132,0.82949,1.9293,28.1,31975812,7783106,1377,73.1,78.1,16.355
Guam,2020,,,,1.7,42094.266,,1.14,,,,312.8115,7.178,1.31625,2.5932,29.7,169245,44928,35,72.2,81.9,16.363
Kiribati,2005,,,,0.02,2702.974,,0.01,,,,135.2121,6.917,6.41944,3.7994,19,98181,37872,0,63.2,66.6,28.821
United States,1980,6.74321E+12,,4293.98,,92999.711,19084.836,,750.047,9453.472,917.075,24.3933,8.776,1.51894,1.8308,29.1,223140020,50145320,14148,70,77.5,15.883
Libya,1969,12574326784,,,,,,,0,,,1.1113,14.535,15.07524,8.0754,14.3,1862827,921044,2,52.6,55.6,47.503
Turkmenistan,1994,15091298304,,0.058,,31563.586,130.442,,0,34.153,0.012,8.795,7.866,7.92894,3.6698,19.1,4133044,1645609,64,60.2,67.3,30.409
Samoa,1998,,,,,3593.414,,,,,,63.7403,5.276,2.29001,4.6087,18.4,180392,73599,0,67.5,73.3,31.817
Cambodia,1985,12046064640,,,,248.372,,,,,,40.744,15.257,13.70259,6.3134,17.2,7376090,3128002,4,46.6,55.2,50.641
Paraguay,2019,,,,17.31,19903.92,,1.23,,,,16.1449,5.636,1.96074,2.5248,25,6530029,1921437,408,71,76.4,21.281
Georgia,2019,,,,12.98,19659.346,,1.52,,,,54.2641,12.88,0.95084,2.0108,36.2,3770814,781031,98,68.5,78.4,13.451
Brazil,1959,2.22727E+11,,,,,,,,,,8.4805,14.373,17.41606,6.0768,17,70880824,31125664,291,49.8,54.8,44.312
Mauritius,2006,18854696960,,,2.22,15004.636,,1.42,,,,623.0379,6.912,1.54482,1.7749,29.8,1264777,303368,41,69.5,76.5,14.239
Germany,1971,1.38351E+12,,1659.38,,46407.992,3582.936,,17.638,1712.532,42.982,225.245,12.32,2.53974,1.9354,33.3,78511410,18196496,494,67.7,73.8,12.749
Honduras,2006,29769398272,,,5.77,3989.089,,2.54,,,,71.0087,4.525,2.79636,3.4185,18.4,7745204,3107732,28,68.3,72.3,28.479
Tajikistan,1999,9907040256,,,,12073.618,,,,,,43.2534,7.882,9.000071,4.1268,17,6189567,2680750,6,60.1,65.3,32.306
Greenland,1983,,,,,28498.273,,,,,,0.1267,8.1,3.91359,2.1184,24,52002,13311,0,61.2,65.8,19.885
Israel,2004,1.67112E+11,0.051,92.874,42.99,36929.898,243.354,34.35,0,139.086,0.236,304.763,5.736,0.64095,2.9007,27.5,6595990,1824107,630,78,82.1,21.544
Ecuador,2020,,0.075,0.281,30.2,10374.727,116.631,4.91,0,110.832,65.846,70.819,7.534,1.29368,2.0508,27.2,17588596,4659212,1030,68.8,76.1,17.037
Cameroon,1957,6732063232,,,,,,,,,,10.3871,25.108,30.41131,5.5118,19.8,4840930,1865757,4,36.2,40.4,43.263
South Sudan,2011,,,,,,,,0,,,18.1564,11.6,10.54988,5.2861,17.8,10243057,4336944,256,53.5,56.3,40.255
South Korea,2006,1.38128E+12,0.023,658.867,379.64,55579.965,2252.407,168.58,406.15,1258.553,12.025,485.6265,5.071,0.52018,1.1267,34.2,48049348,8998516,2000,75.4,82.5,9.162
Syria,1966,27524417536,,,,,,,,,,30.1671,12.628,12.89408,7.5535,15.4,5542003,2605656,20,56.8,58.4,46.451
Pakistan,2018,1.21209E+12,,137.646,140.39,4419.168,856.861,51.99,23.48,283.339,90.689,285.0398,6.843,6.95177,3.6847,19.7,219731490,83180460,41,64.2,69,28.594
Thailand,1986,2.6341E+11,,18.087,,3930.103,186.209,,0,133.249,16.357,100.8869,5.935,4.57409,2.4105,21.3,51542096,17203542,4136,64.9,71.9,21.584
Germany,1991,2.14055E+12,,1343.595,535.26,51259.91,3620.403,,418.25,1607.615,51.99,228.9476,11.429,0.80627,1.3459,36.6,79801980,12991719,2835,72.1,78.7,10.509
Ghana,1968,18371778560,,,,,,,,,,36.9964,18.661,20.31179,6.9111,15.4,8418152,3965140,61,45.7,49.7,47.199
Cayman Islands,1999,,,,,37270.918,,,,,,158.9004,6.176,1.37893,1.6985,31.8,38319,7556,0,69.7,76.1,15.874
United States Virgin Islands,2008,,,,0.84,355868.812,,0.59,,,,304.2343,10.675,0.9210399,2.6258,37.4,106493,22832,1,69,77.7,16.779
Estonia,2007,34297835520,0.008,45.288,9.76,55017.598,73.315,8.37,0,18.684,0.44,30.8419,12.963,0.65447,1.6825,38.7,1340576,199141,100,68,79.1,11.745
Panama,1984,15268616192,,,,25075.281,,,,,,28.9521,5.491,4.24867,3.5228,19,2147580,831051,40,68.1,73.3,29.577
Zambia,1983,8369124864,,,,6280.752,,,,,,8.4627,13.828,15.95981,7.0218,14.2,6291082,3113286,18,51.6,55.1,47.758
Jamaica,2007,20046346240,,,5.61,19765.359,,3.68,,,,249.4202,6.501,1.92708,1.9075,24.2,2701222,781815,21,69.2,73.7,16.673
Cote d'Ivoire,1988,28134703104,,,,2378.493,,,,,,34.727,13.547,15.19403,6.9633,14.9,11043200,5303922,53,51.1,55.3,46.023
United Arab Emirates,1996,86335651840,,,,194224.094,,,0,234.975,0,36.2235,2.58,1.27943,3.2324,27,2572739,655171,2,71.4,75.3,19.493
Eritrea,2001,,,,0.22,1156.577,,0.15,,,,20.3223,9.954,8.10455,5.3059,16.4,2461930,1099857,7,56.6,60,36.827
Saint Pierre and Miquelon,1989,,,,,169418.406,,,,,,27.4717,8.436,1.69826,2.3243,30.1,6343,1390,0,68,77.8,18.711
Zimbabwe,2018,22715353088,,,10.21,3441.986,,3.27,0,,,38.9096,7.972,5.32327,3.6591,17.5,15052191,6291632,228,59,63.6,32.074
Nepal,1992,27087699968,,,,322.015,,,,,,140.6576,11.552,12.49741,5.0436,18.2,20702138,8574607,14,56.4,57,37.147
Greenland,1995,,,,,36809.293,,,,,,0.1359,8.054,2.95198,2.5141,28.8,55807,15376,0,64.4,67.2,19.601
Brazil,2020,,7.254,163.133,639.08,15921.327,1706.122,72.45,35.415,1228.752,1652.831,25.5076,7.42,1.46971,1.649,32.4,213196300,44418960,2060,70.7,77.4,13.078
Austria,1992,2.21401E+11,0.026,38.882,50.5,44124.348,238.591,,0,135.227,107.38,95.0183,10.655,0.90649,1.5174,34.6,7840816,1387171,257,72.5,79.1,12.197
Democratic Republic of Congo,1986,31729260544,,,,949.063,,,,,,13.994,17.994,19.53388,6.6932,16.6,31725136,14126908,10,46,47.8,46.684
French Polynesia,1991,,,,,18693.398,,,,,,58.4809,3.231,1.93656,3.2583,21.2,215455,77965,0,72.5,76,27.157
Paraguay,2000,26804834304,,,5.61,24335.996,,1.28,,,,12.6682,5.621,3.38813,3.5533,19.1,5123817,1991987,71,67.1,72.7,27.171
British Virgin Islands,1980,,,,,11176.353,,,,,,72.1364,7.829,5.0407,2.933,22.2,11129,3799,0,65,71.1,25.024
Trinidad and Tobago,1985,19821819904,,0,,49260.43,59.048,,0,16.896,,233.8763,7.004,3.37799,3.0644,21.8,1199791,418741,22,65,70.2,27.904
India,2014,6.75474E+12,0.177,4401.073,1262.79,5857.284,6993.901,828.44,90.17,2107.813,572.842,439.6781,6.79,4.61554,2.3064,25.2,1307246500,380905180,18104,67.7,70.6,19.049
Nepal,1996,32961841152,,,,421.099,,,,,,154.8024,9.713,10.07349,4.5953,18.2,22783972,9406918,6,59.1,60.9,34.457
Bahrain,1978,2269678848,,,,,,,0,,,422.6207,4.222,3.72395,5.151,19.6,330930,122978,0,69,71.3,31.051
South Africa,1979,1.923E+11,,459.747,,21085.742,601.715,,0,140.09,3.383,23.5065,10.011,9.873091,4.8178,19,28697016,11430386,172,56.5,62.8,34.541
Cambodia,1982,9905037312,,,,230.184,,,,,,36.5659,16.469,15.27887,6.1929,17.3,6619704,2755331,3,44.1,53,50.336
Low-income countries,2018,,,,132.97,1338.782,,29.47,0,,,45.0205,7.834,7.06874,4.8227,17.2,661256600,283790900,2636,60.5,65.3,35.586
Mozambique,1991,22102102016,,,,413.489,,,,,,17.2451,19.812,24.17157,6.1589,16.5,13561180,5989432,11,42.8,46.5,45.967
Albania,1986,11669744640,,,,15176.156,,,,,,117.057,5.73,5.32638,3.1159,21.9,3207129,1076023,79,69.1,74.9,25.935
Senegal,1992,16415511552,,,,1492.184,,,,,,41.4196,11.258,13.6503,6.1494,15.6,7974512,3675743,0,55.1,59.2,40.829
Madagascar,1955,8389455872,,,,,,,,,,7.679,23.334,22.29248,7.3005,18.5,4467594,1864398,0,40.3,42.4,48.273
Mozambique,1996,20572901376,,,,395.634,,,0,,,20.4476,17.91,21.083,5.8497,16.9,16079560,7042921,13,45.1,48.1,44.305
Turkey,1984,3.35721E+11,0,115.939,,7435.625,317.94,,0,201.636,39.764,62.5085,8.314,10.41133,3.8938,19.2,48106772,18437454,952,61.5,68.4,30.207
Israel,1972,46772752384,,,,21889.02,,,0,67.122,0,144.2014,7.113,2.85285,3.8074,22.7,3120955,1015342,16,69.5,73.7,27.933
Tanzania,1972,13897730048,,,,,,,,,,16.4774,17.991,20.75217,6.9511,15.8,14595704,6728975,10,45.5,49.2,49.783
Barbados,1952,796790016,,,,,,,,,,510.3919,13.644,17.47258,4.4295,21.5,219481,80593,0,53.6,57.4,33.791
Mali,2014,22278942720,,,2.38,899.235,,0.64,,,,14.3845,10.548,11.27661,6.4405,14.9,17551824,8436957,0,56.9,59,44.794
Upper-middle-income countries,1967,,0,5386.537,,8685.531,10846.033,,6.395,3721.127,490.133,23.8667,12.226,12.41411,5.1611,18.8,1283093600,516149150,8330,54,59.1,34.236
Reunion,2002,,,,2.08,14420.058,,1,,,,322.0976,5.281,0.86958,2.4118,27.7,805250,232274,62,72.2,80.7,19.248
Equatorial Guinea,1996,1938736000,,,,875.418,,,0,,,20.7691,15.044,16.87324,5.9599,17.9,582588,250401,7,50.2,53.3,43.327
Qatar,1987,5088463360,,,,175773.953,,,0,11.79,0,34.2992,2.445,2.55745,4.5416,26.6,397403,108671,0,72.2,74.4,26.147
Reunion,2016,,,,0,0,,0,,,,370.651,5.167,0.76249,2.4152,32.8,926628,229617,197,78.5,84.5,16.259
Laos,2012,30756620288,,,3.9,6164.582,,0.31,,,,28.2011,7.604,6.20001,2.9525,21,6508806,2263588,116,63.5,67.4,25.811
Cyprus,2014,24451190784,,0.026,4.34,24039.48,,2.83,0,27.27,,127.3804,6.317,0.2938,1.3154,34.5,1176997,190555,83,78.8,82.7,11.163
Zambia,1989,9411491840,,,,4092.261,,,,,,10.0772,16.239,17.99581,6.6051,14.5,7491279,3654819,21,47.1,50.2,47.404
Brunei,2001,,,,2.42,65610.273,,1.19,0,,,59.1064,3.326,0.97237,2.2837,22.5,340759,110191,2,72.3,76.7,18.618
Bolivia,1982,21530726400,,,,3643.002,,,0,,,5.5304,14.791,18.50182,5.3461,18.2,5991117,2468187,15,50.7,53.4,38.693
Myanmar,1989,47782109184,,,,655.923,,,0,,,60.447,11.528,11.82989,3.6367,20.3,39489416,14499602,19,54.2,59.1,27.886
Paraguay,1982,17625100288,,,,2368.229,,,,,,8.0395,8.113,6.08969,5.1263,17.8,3251679,1347363,215,63.8,67,36.566
Romania,1981,1.21254E+11,,151.143,,32988.781,695.924,,0,196.672,37.663,96.6527,10.533,3.93553,2.3529,30.7,22237474,6008471,38,66.2,71.9,16.214
Malaysia,1962,23236757504,,,,,,,,,,25.3362,9.923,8.19017,6.2923,15.8,8324221,3870053,0,57.2,59.8,41.222
Hungary,1953,42611396608,,,,,,,,,,105.9784,11.7,8.48405,2.754,29.6,9594226,2419446,17,61.8,65.9,21.598
Afghanistan,1988,14499068928,,,,3139.185,,,,,,15.9919,19.945,21.01576,7.5309,15.2,10383459,4903208,3,41.6,46.6,50.98
Cote d'Ivoire,1997,37316419584,,,,1826.545,,,,,,48.2247,14.255,15.03164,5.9511,16.3,15335461,6849388,302,49.6,53.5,44.978
Poland,1963,1.71156E+11,,,,,,,,,,99.9638,7.487,5.40659,2.7214,26.1,30608320,9929101,134,65.4,71.5,19.101
Luxembourg,1979,9015468032,,21.391,,116450.016,41.972,,0,15.525,0.293,140.1282,10.965,1.80008,1.4786,33.8,362940,69623,3,68.7,76.1,11.272
Trinidad and Tobago,1957,6515418112,,,,,,,,,,152.9385,9.836,7.52671,5.2891,17.5,784575,340529,2,58.3,61.1,37.471
Iraq,2021,,,,115.87,13267.278,,51.68,0,399.366,9.741,100.2782,4.753,2.46205,3.4955,19.8,43533590,16595404,70,68.2,72.4,27.367
Equatorial Guinea,1986,846355968,,,,780.05,,,0,,,14.1631,16.949,18.51323,5.9619,18.8,397281,161399,10,48.4,51.6,46.787
Cote d'Ivoire,1987,28640501760,,,,2373.768,,,,,,33.533,13.579,15.22336,7.0778,14.7,10663504,5192814,30,51.2,55.5,46.673
Tunisia,1985,37105672192,,,,6728.826,,,0,,,48.0994,6.481,7.0787,4.5159,18.4,7476095,3011855,8,65.5,69.9,32.316
United States,1974,5.62137E+12,,3525.567,,94814.602,18529.32,,340.429,9271.507,972.856,22.8779,9.072,1.97699,1.8277,27.6,209277970,53960136,8915,68.2,75.8,14.69
Malta,1994,5855593984,,,1.54,26794.076,,,,,,1201.787,7.448,1.3454,1.8407,33.6,378568,83358,4,74.7,78.4,12.532
Kenya,2011,1.17166E+11,,,7.58,1633.508,,1.87,,,,73.4167,7.428,5.44859,4.2194,17.2,42635148,18353070,834,59.1,63,34.24
Mauritania,2005,6728916992,,,0.63,2206.716,,0.32,,,,2.9226,8.512,9.56576,5.1902,16.8,3012363,1316831,0,59.9,63.4,36.923
Cote d'Ivoire,1984,26931154944,,,,1983.354,,,,,,30.256,14.228,15.59681,7.3492,15.4,9621410,4554788,50,51.2,55.2,50.021
Norway,2007,3.52665E+11,0.058,7.923,125.91,117053.125,169.249,3.85,0,119.564,382.023,15.4805,8.919,0.36978,1.9049,37.3,4709582,906766,554,78.2,82.7,12.386
Gibraltar,2016,,,,0,,,0,,,,3256.5,8.032,1.27054,1.9401,40,32590,5782,10,79.3,84,11.916
Mozambique,1967,19714344960,,,,,,,,,,9.9945,22.73,27.41429,6.625,17.4,7859473,3434691,11,40.2,43.2,47.258
Tuvalu,1991,,,,,0,,,,,,311.7833,10.311,5.19403,3.9509,23,9378,3487,0,59.2,64.5,32.478
Romania,1984,1.41347E+11,,166.565,,31916.189,683.508,,0,165.703,33.491,97.6418,10.602,3.5674,2.2531,31.2,22465040,5660127,26,66.6,72.6,14.908
France,1954,4.13154E+11,,,,,,,,,,78.3954,12.037,4.77235,2.7112,31.9,43225644,10407645,271,65,71.2,18.88
Mauritania,2006,8166141440,,,0.58,2100.965,,0.28,,,,2.9895,8.418,9.36702,5.1857,16.8,3081228,1344011,0,60.2,63.6,37.1
Aruba,2013,,,,0.89,50264.645,,0.52,,,,571.5556,7.403,1.70421,2.1166,38.4,102891,19907,1,72.4,78.8,13.316
Turkmenistan,1983,20202502144,,,,,,,0,,,6.5589,9.525,10.13022,4.9259,18.4,3082203,1235563,11,58.5,65.1,36.393
Brunei,1974,,,,,,,,0,,,26.7673,5.595,3.54049,5.1831,17.1,154327,65455,0,66.1,67.1,34.99
Switzerland,2015,5.00062E+11,0.173,1.447,65.04,40582.914,163.956,2.58,60.102,129.336,112.039,207.0847,8.201,0.45821,1.5417,41.2,8281735,1231146,1478,80.7,84.9,10.399
Spain,1994,8.27807E+11,,220.063,162.76,29646.164,931.825,,156.951,638.545,85.915,78.8761,8.481,0.7307,1.1945,34,39623732,6801029,2286,74.5,81.7,9.368
Mozambique,2018,29449971712,,,15.41,2383.024,,2.02,0,,,37.4169,8.337,7.546041,4.8524,16.5,29423882,13022084,37,57.7,63.2,37.753
Taiwan,1997,5.03887E+11,0,247.483,,39699.84,743.957,,102.915,444.449,17.189,614.6525,5.6,0.8940099,1.7069,29.4,21764850,4922165,491,72.6,78.6,14.528
Indonesia,2006,1.55518E+12,0.063,330.789,138,6211.292,1393.239,85.4,0,691.336,46.523,121.3008,7.323,4.00891,2.4528,25.6,231797420,66485456,588,66,69.8,20.784
Algeria,1990,1.17843E+11,,7.664,,12343.162,314.575,,0,111.812,0.399,10.714,5.731,4.90672,4.5564,17.1,25518074,10934368,34,66.3,68.5,30.762
Saint Helena,2004,,,,0,6107.953,,0,,,,14.4564,8.97,1.39344,1.638,40,5664,999,0,74,80.4,10.724
Lithuania,2003,47492665344,0,2.029,11.13,29436.242,58.078,1.66,43.091,28.668,0.965,55.4075,12.233,0.96315,1.2624,36.6,3469683,618973,354,66.4,77.9,8.905
France,1983,1.35907E+12,,305.636,,41311.094,1635.61,,409.343,1068.171,210.318,99.0104,10.269,1.11368,1.8013,32.2,54592384,11886311,2421,70.7,78.8,13.693
Botswana,1957,258203616,,,,,,,,,,0.8491,18.069,18.4046,6.6466,17.2,481230,209369,0,46.2,51.2,47.749
Armenia,2016,29426933760,,,6,14289.046,,1.28,,,,100.6828,9.634,1.34249,1.6256,32.5,2865841,569148,64,69.7,79.2,14.504
Kenya,2018,1.73506E+11,,,11.34,2047.272,,1.36,,,,86.0184,7.305,4.37586,3.5798,18.5,49953300,20019706,3930,60.3,65.2,29.18
Barbados,2010,3418936064,,,0.97,26839.543,,0.68,,,,638.8628,9.037,1.49736,1.6872,35.6,274717,55184,9,73.6,77.7,12.115
Trinidad and Tobago,1969,12121325568,,,,41426.871,,,0,24.918,,190.7684,7.725,5.26757,3.6457,17.6,978647,408179,16,62.7,66.7,26.643
Mongolia,1993,4139237888,,,,21398.938,,,0,,,1.4577,9.162,9.45566,3.1629,18.5,2270313,910496,13,57.4,62.8,26.833
Bahrain,1956,555751168,,,,,,,,,,177.7401,21.981,28.816,7.1582,17.4,139184,59161,0,42.2,43.5,47.456
Malaysia,2006,4.23206E+11,0.009,84.819,101.67,31831.441,823.778,57.27,0,350.319,20.055,80.6861,4.603,0.81503,2.2684,23.7,26509416,8132989,449,72.1,76.4,17.308
Seychelles,2004,1140079488,,,0.21,57886.984,,0.15,,,,185.3709,7.132,1.40147,2.0383,27,84733,22619,2,66.7,76.1,17.375
Mozambique,2020,,,,15.33,2248.653,,2.4,0,,,39.6478,8.004,7.0521,4.7133,16.7,31178242,13675861,39,58.1,64.2,36.974
Angola,1961,10574287872,,,,,,,,,,4.3646,27.483,30.65865,6.79,18.1,5441328,2324995,9,34.7,40.1,51.282
Nicaragua,1992,8668810240,,,,2630.749,,,,,,36.7889,6.704,6.47775,4.2674,16,4427177,1991539,2,61.2,67.3,34.593
Armenia,2015,29365307392,,,6.13,14124.947,,1.37,,,,101.1311,9.607,1.41682,1.6018,32.3,2878598,564923,67,69.6,78.8,14.641
Hong Kong,1983,98638831616,,24.446,,18038.969,,,0,70.297,0,4779.005,5.094,1.12362,1.7411,26,5252129,1265931,122,72.9,78.7,16.13
Bolivia,1968,13716874240,,,,,,,,,,4.0518,20.09,25.25825,6.0859,18.3,4389247,1813575,20,44.1,47.5,42.883
Cape Verde,2010,3071163648,,,0.32,6542.746,,0.22,,,,129.3331,6.409,2.62601,2.4737,21.7,521219,166629,42,69,78.1,21.565
Malawi,2006,12575064064,,,1.55,566.844,,0.15,,,,138.7417,13.951,10.38023,5.8414,15.8,13118309,6032624,1623,51.2,55.3,44.373
Burundi,1975,3246179840,,,,,,,,,,144.4791,21.573,25.14926,7.2442,16,3749235,1705068,3,41.8,44.1,47.371
Nepal,2016,70697787392,,,6.4,1426.13,,0.1,,,,189.2988,6.93,3.38807,2.2025,21.8,27861186,9119303,51,67,70.5,21.764
Guatemala,1971,25853384704,,,,,,,,,,52.2424,15.067,16.56644,6.5463,15.8,5598298,2569740,2,48.9,52.3,44.939
Algeria,2004,2.96774E+11,,8.408,29.4,10759.022,349.055,14.43,0,128.747,0.723,13.6498,4.95,3.51006,2.5124,22.6,32510184,9718835,205,70.7,72.8,20.534
Czechia,1985,1.32537E+11,,444.836,,61297.793,619.767,,6.802,125.868,4.941,133.4446,12.769,1.42412,1.9523,33.1,10302326,2410537,76,67.5,74.8,13.048
Georgia,2014,50778370048,,,10.41,17044.346,,1.14,,,,54.3134,12.576,1.0922,2.1153,35.9,3774232,717252,104,68.3,77.9,15.442
Yemen,2010,1.18148E+11,,,7.29,4030.759,,4.69,0,,,46.8662,5.602,5.88756,4.8553,16.5,24743944,10796384,3,65.2,69.4,35.791
Vietnam,2002,2.4961E+11,,68.059,35.8,3283.082,211.638,11.59,0,120.419,53.117,257.3069,5.8,2.75151,2.0633,23.9,80642300,23916988,1958,68.1,77.5,18.142
